model,dataset,demographics,auc,iteration,metric
text-embedding-ada-002,welfare,1,0.267241907485807,8,spearman
bge-m3,rai,Mand,0.20385413041283937,8,spearman
text-embedding-3-small,welfare,2,0.24622042875272826,8,spearman
potion-base-2M,welfare,4,0.1325179675719091,8,spearman
m2v-dfm-large,welfare,1,0.21708385275851413,8,spearman
dfm-sentence-encoder-large,rai,Unknown,0.22277009147206384,8,spearman
M2V_base_glove_subword,welfare,11,0.1504258300020024,8,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.10656020684599007,8,spearman
potion-base-8M,welfare,11,0.14491738630946813,8,spearman
text-embedding-ada-002,welfare,11,0.2755667257189589,8,spearman
potion-base-8M,welfare,4,0.15906184177215024,8,spearman
potion-multilingual-128M,welfare,3,0.2148436409433322,8,spearman
potion-base-4M,rai,Mand,0.11705880911996282,8,spearman
snowflake-arctic-embed-l-v2.0,rai,Mand,0.19041913955141587,8,spearman
M2V_base_glove,rai,Unknown,0.08127852953485251,8,spearman
static-similarity-mrl-multilingual-v1,welfare,1,0.2165319763294956,8,spearman
snowflake-arctic-embed-l-v2.0,welfare,2,0.2508739480263533,8,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.18634910867748924,8,spearman
M2V_base_output,welfare,2,0.04969599806515661,8,spearman
M2V_base_glove_subword,welfare,3,0.08510449199077001,8,spearman
text-embedding-3-large,welfare,1,0.26558507715631957,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,0.2732128823142099,8,spearman
text-embedding-3-large,rai,Mand,0.22789402873621734,8,spearman
multilingual-e5-large-instruct,welfare,4,0.1929339427584921,8,spearman
m2v-dfm-large,rai,Unknown,0.23479465315689907,8,spearman
multilingual-e5-large,rai,Mand,0.1836809816532963,8,spearman
text-embedding-3-small,rai,Kvinde,0.20255042746265384,8,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.1659868714310859,8,spearman
M2V_base_glove,welfare,4,0.10567922017983744,8,spearman
bge-m3,rai,Kvinde,0.219885431728475,8,spearman
potion-base-4M,welfare,3,0.11380908567569221,8,spearman
potion-base-4M,welfare,2,0.07325306927667917,8,spearman
LaBSE,rai,Kvinde,0.17594845216339852,8,spearman
potion-base-4M,rai,Unknown,0.07928250533833742,8,spearman
text-embedding-3-small,welfare,4,0.28980247412462756,8,spearman
potion-base-8M,rai,Mand,0.12646638936884122,8,spearman
bge-m3,welfare,2,0.2482023676087519,8,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.1807025183629664,8,spearman
potion-base-2M,rai,Unknown,0.11684121068148423,8,spearman
M2V_base_output,welfare,11,0.1499143767693501,8,spearman
multilingual-e5-large-instruct,welfare,3,0.2578166592000465,8,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.24499775731737747,8,spearman
xlm-roberta-large,welfare,3,0.13312880492216395,8,spearman
xlm-roberta-large,rai,Kvinde,0.11691947999026603,8,spearman
LaBSE,rai,Unknown,0.195356510896014,8,spearman
M2V_base_glove,welfare,1,0.07167080855638747,8,spearman
LaBSE,welfare,11,0.2393134744005529,8,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0.26888304728260803,8,spearman
text-embedding-3-large,rai,Kvinde,0.2303019836733059,8,spearman
potion-base-4M,rai,Kvinde,0.09812726468031327,8,spearman
model2vecdk,rai,Mand,0.17203150627105548,8,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0.2301657540532008,8,spearman
potion-base-4M,welfare,1,0.11649773262055421,8,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.17161696641630086,8,spearman
xlm-roberta-base,welfare,1,0.07506870897567974,8,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.25499589878088835,8,spearman
multilingual-e5-base,welfare,11,0.20694936136289616,8,spearman
mxbai-embed-large-v1,rai,Kvinde,0.11781655227829928,8,spearman
mmBERTscandi-base-embedding,welfare,2,0.14004500438997497,8,spearman
M2V_base_glove_subword,welfare,1,0.0907051847353842,8,spearman
potion-base-4M,welfare,11,0.1529976736856896,8,spearman
potion-multilingual-128M,rai,Mand,0.16752059526002575,8,spearman
m2v-dfm-large,rai,Kvinde,0.19120269277022447,8,spearman
nb-sbert-base,rai,Mand,0.22804662428516537,8,spearman
text-embedding-3-small,welfare,3,0.259444789769083,8,spearman
multilingual-e5-base,welfare,2,0.17309618976607574,8,spearman
nb-sbert-base,welfare,2,0.2269732440367151,8,spearman
multilingual-e5-large-instruct,welfare,11,0.23283565012974292,8,spearman
text-embedding-3-large,welfare,11,0.2744100814751243,8,spearman
potion-multilingual-128M,welfare,1,0.23519051470236854,8,spearman
multilingual-e5-small,welfare,4,0.17904224950072375,8,spearman
text-embedding-3-large,welfare,4,0.21290156561383988,8,spearman
xlm-roberta-large,welfare,2,0.052590539047117704,8,spearman
multilingual-e5-base,welfare,4,0.18520279611492985,8,spearman
dfm-sentence-encoder-large,welfare,4,0.19639114016093023,8,spearman
mxbai-embed-large-v1,rai,Unknown,0.17067683867997577,8,spearman
potion-multilingual-128M,welfare,2,0.16695159217177125,8,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.25213932746323553,8,spearman
M2V_base_glove_subword,welfare,2,0.026714990165712302,8,spearman
multilingual-e5-small,welfare,2,0.17205513489302393,8,spearman
multilingual-e5-large,welfare,2,0.208466013446589,8,spearman
model2vecdk-stem,welfare,11,0.23979550947525272,8,spearman
xlm-roberta-large,rai,Mand,0.11280532277943937,8,spearman
potion-base-2M,welfare,1,0.10813426629008249,8,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.23235219687654124,8,spearman
dfm-sentence-encoder-large,welfare,3,0.145337535272534,8,spearman
text-embedding-ada-002,rai,Mand,0.19702192457657208,8,spearman
mmBERTscandi-base-embedding,welfare,1,0.19060673163342265,8,spearman
static-similarity-mrl-multilingual-v1,welfare,3,0.17006378340341788,8,spearman
text-embedding-ada-002,welfare,4,0.2348862381951802,8,spearman
LaBSE,welfare,3,0.20674091150991186,8,spearman
potion-base-8M,rai,Kvinde,0.10368030990143001,8,spearman
M2V_base_glove,welfare,3,0.07830018035772013,8,spearman
xlm-roberta-large,welfare,11,0.14175745847648605,8,spearman
mxbai-embed-large-v1,welfare,4,0.12951250111685506,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.2380528871055319,8,spearman
text-embedding-3-small,rai,Unknown,0.201014322907365,8,spearman
M2V_base_glove_subword,rai,Mand,0.12653364739123946,8,spearman
EmbeddingGemma-Scandi-300m,rai,Kvinde,0.20578420333007413,8,spearman
Qwen3-Embedding-0.6B,welfare,2,0.09064510326182484,8,spearman
text-embedding-3-small,rai,Mand,0.18612001273501252,8,spearman
multilingual-e5-small,welfare,11,0.18899003906016748,8,spearman
m2v-dfm-large,welfare,3,0.18732794220802867,8,spearman
model2vecdk,welfare,1,0.23732617317686797,8,spearman
potion-multilingual-128M,welfare,11,0.26756528667439594,8,spearman
model2vecdk-stem,welfare,3,0.19915309710477902,8,spearman
mxbai-embed-large-v1,welfare,2,0.08943757046250726,8,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.31580644547707215,8,spearman
text-embedding-ada-002,welfare,3,0.22312767308267958,8,spearman
EmbeddingGemma-Scandi-300m,welfare,3,0.304257012125524,8,spearman
text-embedding-3-small,welfare,11,0.29020898625206104,8,spearman
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0.2108882475331675,8,spearman
mxbai-embed-large-v1,welfare,1,0.11460720495243833,8,spearman
multilingual-e5-large,welfare,11,0.23109832120253934,8,spearman
potion-multilingual-128M,rai,Kvinde,0.1585371782284043,8,spearman
model2vecdk-stem,rai,Mand,0.1735309243109316,8,spearman
M2V_base_glove_subword,rai,Unknown,0.12461703234999809,8,spearman
dfm-sentence-encoder-large,welfare,2,0.15321258883754107,8,spearman
multilingual-e5-small,rai,Kvinde,0.1953480956228856,8,spearman
dfm-sentence-encoder-large,welfare,11,0.18429956078145274,8,spearman
text-embedding-3-large,welfare,2,0.2182941596696545,8,spearman
LaBSE,welfare,2,0.2231350862362284,8,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.25454552952228005,8,spearman
multilingual-e5-large,welfare,3,0.21523429816815723,8,spearman
LaBSE,welfare,1,0.24183084312372813,8,spearman
model2vecdk,rai,Unknown,0.21393161399752064,8,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,2,0.11001433988919973,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,3,0.2510834372148588,8,spearman
Qwen3-Embedding-0.6B,welfare,11,0.09227491408937218,8,spearman
mmBERTscandi-base-embedding,welfare,11,0.20960081769327285,8,spearman
text-embedding-ada-002,rai,Unknown,0.2143888072806205,8,spearman
multilingual-e5-large,rai,Unknown,0.2272619867913631,8,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,0.20615375873387765,8,spearman
Qwen3-Embedding-0.6B,welfare,4,0.008890084831843932,8,spearman
M2V_base_output,rai,Mand,0.1283313766603912,8,spearman
potion-base-2M,rai,Kvinde,0.093393996872973,8,spearman
m2v-dfm-large,rai,Mand,0.20341867627270038,8,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12524363769372684,8,spearman
LaBSE,rai,Mand,0.17240032682001105,8,spearman
xlm-roberta-base,welfare,11,0.10841794201604948,8,spearman
potion-base-2M,welfare,2,0.05746059180978026,8,spearman
static-similarity-mrl-multilingual-v1,rai,Mand,0.14766337123449466,8,spearman
M2V_base_output,welfare,3,0.11338791817346389,8,spearman
xlm-roberta-base,welfare,3,0.07600228250831952,8,spearman
multilingual-e5-large-instruct,rai,Unknown,0.29298079156317053,8,spearman
multilingual-e5-large-instruct,welfare,1,0.2691537582732828,8,spearman
mxbai-embed-large-v1,rai,Mand,0.1386250624668331,8,spearman
nb-sbert-base,rai,Unknown,0.22785606088357738,8,spearman
M2V_base_glove,rai,Kvinde,0.10744121684318202,8,spearman
M2V_base_glove,welfare,11,0.07834982379954608,8,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.052140987578782216,8,spearman
potion-multilingual-128M,welfare,4,0.26976185784045126,8,spearman
potion-base-2M,welfare,3,0.09885337264870221,8,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,3,0.136637728637683,8,spearman
potion-base-8M,welfare,2,0.06061166226752584,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0.1963992346805388,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.24528162881518664,8,spearman
model2vecdk-stem,welfare,2,0.15190929024734193,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.2895794515214943,8,spearman
EmbeddingGemma-Scandi-300m,welfare,1,0.2708923304676263,8,spearman
nb-sbert-base,rai,Kvinde,0.21370589696229206,8,spearman
M2V_base_output,rai,Kvinde,0.10638150072111519,8,spearman
nb-sbert-base,welfare,11,0.27251234221187537,8,spearman
model2vecdk-stem,welfare,4,0.17732733552409036,8,spearman
nb-sbert-base,welfare,4,0.2493060591759747,8,spearman
Qwen3-Embedding-0.6B,rai,Unknown,0.09123560875262023,8,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,3,0.29723199010548146,8,spearman
xlm-roberta-large,welfare,4,0.15318761806926676,8,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.01668119139644235,8,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.18223027954325502,8,spearman
model2vecdk-stem,welfare,1,0.18325828140598754,8,spearman
model2vecdk-stem,rai,Kvinde,0.19427327631440008,8,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,1,0.13684846380057974,8,spearman
multilingual-e5-large,rai,Kvinde,0.2050122462207597,8,spearman
multilingual-e5-small,rai,Mand,0.17993352661941675,8,spearman
text-embedding-ada-002,welfare,2,0.19318070878430396,8,spearman
text-embedding-ada-002,rai,Kvinde,0.20635886814326507,8,spearman
multilingual-e5-small,welfare,1,0.20556612711509112,8,spearman
model2vecdk-stem,rai,Unknown,0.18542885384263466,8,spearman
M2V_base_glove,welfare,2,0.0177048264055101,8,spearman
nb-sbert-base,welfare,3,0.23412448873766836,8,spearman
potion-base-8M,welfare,3,0.10339710517694432,8,spearman
potion-base-8M,welfare,1,0.1262795766106367,8,spearman
xlm-roberta-base,rai,Kvinde,0.14947534224468614,8,spearman
bge-m3,welfare,3,0.19653772893209262,8,spearman
model2vecdk,welfare,4,0.2424726931547988,8,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.25774195074459016,8,spearman
M2V_base_glove_subword,rai,Kvinde,0.10884628239189015,8,spearman
dfm-sentence-encoder-large,rai,Mand,0.18080894728152455,8,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.23513448578892582,8,spearman
m2v-dfm-large,welfare,2,0.17781067249756527,8,spearman
m2v-dfm-large,welfare,11,0.23878127732669363,8,spearman
multilingual-e5-large-instruct,welfare,2,0.2310998355392235,8,spearman
xlm-roberta-base,welfare,2,0.04076118630774191,8,spearman
multilingual-e5-base,rai,Unknown,0.22224316313128184,8,spearman
mxbai-embed-large-v1,welfare,11,0.13175356418792075,8,spearman
xlm-roberta-large,rai,Unknown,0.11062549486986845,8,spearman
EmbeddingGemma-Scandi-300m,welfare,4,0.2880875562766717,8,spearman
potion-base-8M,rai,Unknown,0.07607154669418749,8,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16565296224887466,8,spearman
nb-sbert-base,welfare,1,0.2862418991406127,8,spearman
M2V_base_glove_subword,welfare,4,0.1454488486448552,8,spearman
xlm-roberta-large,welfare,1,0.09025026274449915,8,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.2911422133011081,8,spearman
multilingual-e5-large-instruct,rai,Mand,0.20583814769444023,8,spearman
mxbai-embed-large-v1,welfare,3,0.10854819131677577,8,spearman
bge-m3,rai,Unknown,0.2261337692816498,8,spearman
EmbeddingGemma-Scandi-300m,welfare,11,0.32078219166953836,8,spearman
multilingual-e5-small,rai,Unknown,0.20751421212822677,8,spearman
multilingual-e5-base,welfare,1,0.199969009658761,8,spearman
text-embedding-3-large,welfare,3,0.23238328890770232,8,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.14576192030393792,8,spearman
multilingual-e5-large,welfare,4,0.2076699862922914,8,spearman
LaBSE,welfare,4,0.20288735988324083,8,spearman
M2V_base_glove,rai,Mand,0.10864400151356256,8,spearman
potion-base-2M,welfare,11,0.16543169680305647,8,spearman
model2vecdk,welfare,3,0.247333130646192,8,spearman
multilingual-e5-large,welfare,1,0.22593647663499458,8,spearman
static-similarity-mrl-multilingual-v1,welfare,11,0.17907327480648338,8,spearman
bge-m3,welfare,11,0.2786363960815753,8,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.1369935491708906,8,spearman
model2vecdk,rai,Kvinde,0.18898767010694884,8,spearman
xlm-roberta-base,rai,Mand,0.13555160696100793,8,spearman
text-embedding-3-small,welfare,1,0.2864013880275347,8,spearman
M2V_base_output,welfare,1,0.09794722790861662,8,spearman
multilingual-e5-base,rai,Kvinde,0.19294759184908294,8,spearman
multilingual-e5-small,welfare,3,0.16418338805694088,8,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,11,0.3212310833520852,8,spearman
snowflake-arctic-embed-l-v2.0,welfare,1,0.25072745950654246,8,spearman
potion-base-4M,welfare,4,0.17370897690113826,8,spearman
Qwen3-Embedding-0.6B,welfare,1,0.080326573368852,8,spearman
text-embedding-3-large,rai,Unknown,0.23984798707014263,8,spearman
dfm-sentence-encoder-large,welfare,1,0.16450663988863004,8,spearman
m2v-dfm-large,welfare,4,0.19408903419930218,8,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.15025420349329843,8,spearman
M2V_base_output,welfare,4,0.14383789122776738,8,spearman
m2v-dfm-large,welfare,3,0.19422562539582333,9,spearman
text-embedding-3-large,rai,Kvinde,0.2260394653006078,9,spearman
snowflake-arctic-embed-l-v2.0,rai,Unknown,0.19739031853392036,9,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,0.14984220855583227,9,spearman
potion-base-8M,welfare,2,0.07708296426385385,9,spearman
Qwen3-Embedding-0.6B,welfare,2,0.08999122487999837,9,spearman
bge-m3,welfare,4,0.2246748234683042,9,spearman
xlm-roberta-large,welfare,4,0.15703076606407187,9,spearman
xlm-roberta-large,welfare,1,0.08817559262306761,9,spearman
snowflake-arctic-embed-l-v2.0,welfare,11,0.25868053800988766,9,spearman
LaBSE,welfare,3,0.2189930323070361,9,spearman
potion-base-8M,welfare,4,0.1731888881997903,9,spearman
dfm-sentence-encoder-large,welfare,3,0.1408037800141515,9,spearman
xlm-roberta-large,welfare,3,0.12999497017473358,9,spearman
xlm-roberta-base,welfare,2,0.04144774646066601,9,spearman
potion-base-4M,welfare,1,0.12723616510393362,9,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Unknown,0.26849838045576724,9,spearman
M2V_base_glove_subword,welfare,3,0.07624568091333085,9,spearman
mxbai-embed-large-v1,rai,Kvinde,0.12109138964555342,9,spearman
nb-sbert-base,welfare,2,0.23535651706842237,9,spearman
model2vecdk,welfare,1,0.23442114541940404,9,spearman
M2V_base_output,welfare,2,0.042594404552975654,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,0.25091292303603024,9,spearman
static-similarity-mrl-multilingual-v1,welfare,2,0.16713153761944552,9,spearman
text-embedding-3-large,welfare,3,0.23855331470903574,9,spearman
mmBERTscandi-base-embedding,rai,Mand,0.1554463719400303,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,0.2516118378761999,9,spearman
multilingual-e5-large,rai,Mand,0.17679738583442225,9,spearman
model2vecdk,welfare,4,0.2601930386498973,9,spearman
model2vecdk-stem,rai,Kvinde,0.18852318644509056,9,spearman
text-embedding-ada-002,welfare,3,0.21076494178581914,9,spearman
xlm-roberta-base,welfare,1,0.08513235185168024,9,spearman
LaBSE,welfare,4,0.195418162344753,9,spearman
mxbai-embed-large-v1,welfare,2,0.09515323022327137,9,spearman
EmbeddingGemma-Scandi-300m,rai,Mand,0.18947598787415368,9,spearman
M2V_base_glove_subword,welfare,2,0.0427276447692469,9,spearman
LaBSE,rai,Unknown,0.19098990890324294,9,spearman
model2vecdk-stem,rai,Unknown,0.18162142200982884,9,spearman
model2vecdk-stem,welfare,1,0.18543111357691425,9,spearman
multilingual-e5-base,welfare,3,0.18943545334768805,9,spearman
M2V_base_glove_subword,welfare,11,0.14658873753543988,9,spearman
text-embedding-3-small,rai,Unknown,0.2277991528030446,9,spearman
model2vecdk-stem,welfare,3,0.19631996324295845,9,spearman
nb-sbert-base,welfare,4,0.2462152889104368,9,spearman
text-embedding-3-small,rai,Mand,0.18211266772951382,9,spearman
nb-sbert-base,rai,Kvinde,0.2167260847784165,9,spearman
snowflake-arctic-embed-l-v2.0,welfare,4,0.23586070411549478,9,spearman
bge-m3,rai,Unknown,0.23639409224745114,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,0.20366737542079594,9,spearman
multilingual-e5-small,rai,Unknown,0.19569947029314883,9,spearman
xlm-roberta-large,welfare,11,0.14181206835330634,9,spearman
potion-base-2M,welfare,11,0.15239218558971426,9,spearman
xlm-roberta-large,rai,Unknown,0.17459854275664796,9,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,4,0.13766577122049115,9,spearman
potion-base-4M,rai,Unknown,0.07546970813381747,9,spearman
text-embedding-3-large,rai,Unknown,0.27397368362646873,9,spearman
potion-base-4M,welfare,3,0.11391487636403211,9,spearman
m2v-dfm-large,welfare,11,0.23845227323809082,9,spearman
potion-base-4M,welfare,2,0.0648149039940527,9,spearman
multilingual-e5-large-instruct,welfare,1,0.27129106609442943,9,spearman
model2vecdk,rai,Mand,0.16851514030505763,9,spearman
multilingual-e5-small,rai,Kvinde,0.19655479988908464,9,spearman
nb-sbert-base,rai,Unknown,0.20368359754311938,9,spearman
m2v-dfm-large,rai,Mand,0.2030765453651351,9,spearman
text-embedding-3-large,welfare,4,0.22170266735653624,9,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,1,0.33059971405413385,9,spearman
multilingual-e5-large,welfare,4,0.20389995338517894,9,spearman
static-similarity-mrl-multilingual-v1,welfare,4,0.14937863114575967,9,spearman
M2V_base_output,welfare,11,0.15179419762484053,9,spearman
model2vecdk,rai,Kvinde,0.19102339467074722,9,spearman
model2vecdk,welfare,2,0.19705994064205715,9,spearman
dfm-sentence-encoder-large,welfare,4,0.1871074772029479,9,spearman
M2V_base_glove,welfare,1,0.06451498799410947,9,spearman
dfm-sentence-encoder-large,welfare,1,0.1839625999402206,9,spearman
Qwen3-Embedding-0.6B,welfare,1,0.08631718190085098,9,spearman
snowflake-arctic-embed-l-v2.0,welfare,1,0.2548229497618547,9,spearman
mmBERTscandi-base-embedding,rai,Kvinde,0.16895107196505246,9,spearman
M2V_base_glove_subword,rai,Mand,0.1296983469231796,9,spearman
mmBERTscandi-base-embedding,welfare,4,0.2128024593021388,9,spearman
nb-sbert-base,rai,Mand,0.2240310839443811,9,spearman
bge-m3,rai,Kvinde,0.22242546253915266,9,spearman
EmbeddingGemma-Scandi-300m,welfare,2,0.2595249166641588,9,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,4,0.30830725757933236,9,spearman
multilingual-e5-base,welfare,11,0.19890862714282193,9,spearman
multilingual-e5-large-instruct,welfare,11,0.2306118864572778,9,spearman
Qwen3-Embedding-0.6B,rai,Kvinde,0.04972739016725831,9,spearman
text-embedding-3-large,welfare,2,0.21234494487983205,9,spearman
potion-multilingual-128M,rai,Unknown,0.17502167852792389,9,spearman
potion-base-4M,welfare,4,0.16612071143593313,9,spearman
multilingual-e5-base,rai,Kvinde,0.19733347468481763,9,spearman
xlm-roberta-base,welfare,4,0.10070772500873233,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,1,0.2804487960671047,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,welfare,11,0.28632294175454104,9,spearman
EmbeddingGemma-Scandi-300m,rai,Unknown,0.13798554435384344,9,spearman
mmBERTscandi-base-embedding,welfare,3,0.1636235677408528,9,spearman
M2V_base_glove,welfare,4,0.10668203246187824,9,spearman
mmBERTscandi-base-embedding,welfare,1,0.19462398310420848,9,spearman
Qwen3-Embedding-0.6B,welfare,11,0.09619276540257338,9,spearman
potion-base-4M,rai,Mand,0.11808287981936028,9,spearman
potion-base-8M,rai,Mand,0.12722034650755207,9,spearman
potion-base-4M,welfare,11,0.15726889549878678,9,spearman
dfm-sentence-encoder-large,rai,Kvinde,0.1792336896162669,9,spearman
mxbai-embed-large-v1,welfare,1,0.11242031999130629,9,spearman
Qwen3-Embedding-Scandi-0.6B,rai,Mand,0.12783174926064975,9,spearman
m2v-dfm-large,welfare,4,0.19945765571598006,9,spearman
static-similarity-mrl-multilingual-v1,welfare,3,0.16605934157845123,9,spearman
mxbai-embed-large-v1,rai,Mand,0.13945842280543866,9,spearman
bge-m3,rai,Mand,0.20232632068943818,9,spearman
M2V_base_glove,rai,Kvinde,0.10639275716445006,9,spearman
multilingual-e5-small,welfare,11,0.19690606205826658,9,spearman
paraphrase-multilingual-MiniLM-L12-v2,rai,Mand,0.19666342510010137,9,spearman
static-similarity-mrl-multilingual-v1,rai,Kvinde,0.12349916234488838,9,spearman
multilingual-e5-large-instruct,welfare,4,0.1907234735752526,9,spearman
xlm-roberta-large,welfare,2,0.05282911960187882,9,spearman
multilingual-e5-large-instruct,rai,Kvinde,0.2527930972232649,9,spearman
M2V_base_output,rai,Mand,0.12946794132757325,9,spearman
xlm-roberta-base,rai,Kvinde,0.14810792404586334,9,spearman
potion-base-8M,rai,Kvinde,0.10383455052363433,9,spearman
potion-multilingual-128M,welfare,2,0.16474908912348954,9,spearman
text-embedding-ada-002,rai,Unknown,0.18783747621963104,9,spearman
M2V_base_glove_subword,rai,Unknown,0.10285855626034393,9,spearman
model2vecdk-stem,rai,Mand,0.17151647327384853,9,spearman
snowflake-arctic-embed-l-v2.0,rai,Kvinde,0.2134358432043795,9,spearman
mmBERTscandi-base-embedding,rai,Unknown,0.21569881343118494,9,spearman
paraphrase-multilingual-mpnet-base-v2,welfare,2,0.26138325113155886,9,spearman
text-embedding-3-small,welfare,3,0.26503457374383677,9,spearman
multilingual-e5-large-instruct,rai,Unknown,0.2763618102258612,9,spearman
text-embedding-3-small,welfare,4,0.2863242213299788,9,spearman
snowflake-arctic-embed-l-v2.0,welfare,3,0.22534478241659725,9,spearman
nb-sbert-base,welfare,3,0.23774023772176536,9,spearman
M2V_base_output,welfare,3,0.1146384316210872,9,spearman
multilingual-e5-large-instruct,rai,Mand,0.2081868757194849,9,spearman
bge-m3,welfare,11,0.28936790934425927,9,spearman
LaBSE,rai,Kvinde,0.17768293845114883,9,spearman
M2V_base_output,rai,Kvinde,0.11418630065987927,9,spearman
Qwen3-Embedding-0.6B,welfare,4,0.005712081030856513,9,spearman
dfm-sentence-encoder-large,rai,Unknown,0.1921424396087543,9,spearman
mmBERTscandi-base-embedding,welfare,2,0.1486836892061637,9,spearman
M2V_base_glove,welfare,11,0.08856547194280218,9,spearman
multilingual-e5-large,welfare,3,0.22324733296105279,9,spearman
multilingual-e5-base,welfare,1,0.2054138618843217,9,spearman
potion-base-2M,welfare,2,0.062279881343669526,9,spearman
xlm-roberta-large,rai,Mand,0.11488633232523733,9,spearman
multilingual-e5-large,rai,Unknown,0.23741267640989797,9,spearman
potion-multilingual-128M,rai,Mand,0.1637682581173174,9,spearman
M2V_base_glove,rai,Mand,0.10993809660496298,9,spearman
potion-base-2M,welfare,3,0.10171793820666124,9,spearman
potion-base-8M,rai,Unknown,0.09337770980341617,9,spearman
text-embedding-ada-002,rai,Kvinde,0.20330556493801488,9,spearman
multilingual-e5-small,welfare,1,0.20170455254079706,9,spearman
multilingual-e5-base,rai,Unknown,0.18112234358272566,9,spearman
potion-multilingual-128M,welfare,3,0.224691428020421,9,spearman
LaBSE,welfare,11,0.243955503763175,9,spearman
text-embedding-ada-002,welfare,2,0.19382523176059852,9,spearman
paraphrase-multilingual-mpnet-base-v2,rai,Kvinde,0.2563675020579213,9,spearman
LaBSE,welfare,1,0.23768731150416272,9,spearman
model2vecdk,welfare,11,0.3028754503318551,9,spearman
M2V_base_glove_subword,welfare,4,0.15641716540652265,9,spearman
text-embedding-3-large,welfare,11,0.27219382785002766,9,spearman
potion-base-2M,welfare,1,0.10077396122932124,9,spearman
multilingual-e5-small,welfare,4,0.17606170671330093,9,spearman
xlm-roberta-base,rai,Unknown,0.17848740832496707,9,spearman
text-embedding-ada-002,welfare,11,0.2835834373253738,9,spearman
text-embedding-ada-002,rai,Mand,0.19557626153148897,9,spearman
multilingual-e5-small,rai,Mand,0.18113376543427762,9,spearman
Qwen3-Embedding-0.6B,rai,Mand,0.021188033539672916,9,spearman
m2v-dfm-large,rai,Kvinde,0.18929360538072476,9,spearman
bge-m3,welfare,2,0.2420298197860012,9,spearman
Qwen3-Embedding-Scandi-0.6B,welfare,11,0.15648017915252377,9,spearman
multilingual-e5-large-instruct,welfare,3,0.262793941344528,9,spearman
potion-multilingual-128M,welfare,1,0.23663122747798015,9,spearman
static-similarity-mrl-multilingual-v1,rai,Unknown,0.10041124036065795,9,spearman
potion-base-4M,rai,Kvinde,0.09790504415094357,9,spearman
xlm-roberta-large,rai,Kvinde,0.11410988491155982,9,spearman
multilingual-e5-small,welfare,2,0.18160384741288305,9,spearman
model2vecdk-stem,welfare,4,0.17938366498069772,9,spearman
multilingual-e5-large-instruct,welfare,2,0.23483874380125028,9,spearman
multilingual-e5-large,welfare,1,0.2219023828980328,9,spearman
