model,dataset,demographics,iteration,auc
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,9,0.1574278137665109
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,2,0.3680709796082244
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Kvinde,9,0.247173551481398
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,3,0,0.17915690057545414
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Unknown,9,0.3782744317833572
Qwen3-Embedding-0.6B__prompt-meaning,welfare,1,0,0.3235333550973573
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,2,2,0.32237726516984505
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,0,0.4181765257241031
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Unknown,2,0.2740210400491749
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,3,0,0.1997970365661837
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,7,0.34492330037710506
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Kvinde,2,0.3409673208676555
multilingual-e5-large-instruct__prompt-meaning,rai,Kvinde,7,0.3354972731497022
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,3,4,0.33115258641121087
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,3,1,0.4029993296833271
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,11,7,0.34647423429082574
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,6,0.24036892930456297
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,8,0.3199442043058052
Qwen3-Embedding-0.6B__prompt-cluster,welfare,4,5,0.17545409001464543
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,2,6,0.37543678116096796
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,4,6,0.17071689037843363
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Mand,6,0.1419529219843162
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,1,1,0.31450156039105404
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,1,1,0.3718818161814364
EmbeddingGemma-Scandi-300m__prompt-cluster,rai,Kvinde,1,0.2582385382189469
multilingual-e5-large-instruct__prompt-similarity,rai,Unknown,8,0.42263494123105105
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,11,7,0.1855288489503641
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,1,0.16343328320504238
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,1,8,0.24362953138038218
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Unknown,4,0.39544837902612245
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,4,5,0.3110063412897566
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,rai,Kvinde,7,0.1935829041157682
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,3,1,0.45086468272490177
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Unknown,0,0.21981276992876023
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,3,1,0.22602979657147587
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,4,0.13065887802529924
multilingual-e5-large-instruct__prompt-cluster__ctx-rai,rai,Unknown,2,0.3780767973824592
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,1,4,0.36021246722335054
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,11,3,0.2215747105323261
multilingual-e5-large-instruct__prompt-meaning,rai,Mand,3,0.3335143361085462
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-rai,rai,Unknown,3,0.27420907796805105
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,2,0.17911603871377096
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,3,8,0.20393523093312485
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,1,4,0.23037473798018876
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,3,9,0.3120419204441882
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,7,0.2758512138764837
Qwen3-Embedding-0.6B__prompt-similarity,welfare,4,1,0.18433226527758945
multilingual-e5-large-instruct__prompt-cluster,rai,Mand,9,0.3552655717543354
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,2,0.23392013747877177
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,4,0,0.1573209695300426
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,11,5,0.32091115888848176
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,4,8,0.17046074481485257
multilingual-e5-large-instruct__prompt-cluster,welfare,4,0,0.4082869253807301
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,1,7,0.3374063472557832
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,4,8,0.33648868640634566
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Mand,0,0.09749294009137013
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Kvinde,0,0.1967558893317029
Qwen3-Embedding-0.6B__prompt-grouping,welfare,4,4,0.21099591271047344
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,4,8,0.3451948108825269
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Mand,9,0.3441137879677659
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,11,1,0.39848387863553725
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,1,4,0.4157915630568877
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,1,0.2999953999470826
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Mand,5,0.19319541383408306
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,6,0.22560372569349676
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,2,9,0.3488248077832547
Qwen3-Embedding-0.6B__prompt-similarity__ctx-welfare,welfare,11,6,0.32672375069932524
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,5,0.2974420802201096
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,2,0.22942319051814444
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,7,0.27224320905511995
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,3,0.29995969651497134
multilingual-e5-large-instruct__prompt-topic,welfare,3,7,0.48944469805445723
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,6,0.2574610261354599
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,1,6,0.29804384120128413
multilingual-e5-large-instruct__prompt-topic,welfare,11,7,0.4731938895093856
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,11,8,0.3735209786396029
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,4,1,0.16833703973389316
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-welfare,welfare,11,0,0.18627728364963714
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Mand,7,0.2077147758692922
EmbeddingGemma-Scandi-300m__prompt-meaning,rai,Mand,7,0.2618296334443703
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Kvinde,6,0.22115566977070908
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,0,0.22470804453692428
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Unknown,8,0.40428678199486584
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,4,0.37404644930823266
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Unknown,1,0.30323053314582094
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,4,3,0.3022649791739973
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,1,0,0.42393374058989813
Qwen3-Embedding-0.6B__prompt-cluster,rai,Mand,3,0.13209822671808882
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,1,1,0.41806476560527445
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,rai,Kvinde,4,0.21000948032914313
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Unknown,6,0.2634021783006214
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,8,0.26760321594822356
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,0,0.27089677325851313
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,3,0.25427942364165723
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,2,0,0.26897783665389025
multilingual-e5-large-instruct__prompt-topic,rai,Unknown,9,0.42275257986033354
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,1,6,0.2345940574939681
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,11,2,0.3794435473416896
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,2,1,0.30753565433959
Qwen3-Embedding-0.6B__prompt-meaning,welfare,2,0,0.2869266452965664
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,9,0.41113993093261586
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,11,3,0.3538879092927162
Qwen3-Embedding-0.6B__prompt-topic,welfare,11,2,0.35347673479434905
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,4,7,0.16073249561271646
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,1,6,0.34610975050010395
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,4,1,0.3604635742551866
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,4,0.2129263526296678
EmbeddingGemma-Scandi-300m__prompt-meaning,welfare,3,8,0.44893903460713985
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,4,1,0.21730792942387622
multilingual-e5-large-instruct__prompt-similarity,welfare,1,8,0.43331212753752574
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,11,3,0.30642018317942676
EmbeddingGemma-Scandi-300m__prompt-topic,welfare,1,2,0.4141703075872318
EmbeddingGemma-Scandi-300m__prompt-grouping,rai,Mand,7,0.22611817651733387
multilingual-e5-large-instruct__prompt-topic,welfare,2,4,0.4657481730311962
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Kvinde,3,0.20673573082606453
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,8,0.28361983254647916
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,3,2,0.40966984477649143
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,6,0.2295023951706975
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Unknown,8,0.26133880972615575
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,4,5,0.2089117134454349
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-welfare,welfare,4,7,0.26785811612184546
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-rai,rai,Unknown,8,0.29434668325133495
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,2,0.4205315157163391
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,rai,Kvinde,0,0.19926583997881145
multilingual-e5-large-instruct__prompt-topic,rai,Kvinde,3,0.3724032455472843
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,1,9,0.2688410169431665
Qwen3-Embedding-0.6B__prompt-meaning,rai,Unknown,0,0.23604864060442793
Qwen3-Embedding-0.6B__prompt-topic,welfare,1,7,0.3639960733544533
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,1,8,0.43751318917686194
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,4,0.19733598621149245
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,1,7,0.22478448939376147
multilingual-e5-large-instruct__prompt-topic,welfare,2,5,0.5029108451052361
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,4,2,0.3390090833403679
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Mand,6,0.2116595662960135
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,4,9,0.3007787058315141
EmbeddingGemma-Scandi-300m__prompt-cluster,welfare,1,6,0.42521548338279885
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,3,6,0.40852204004279136
multilingual-e5-large-instruct__prompt-grouping,rai,Unknown,3,0.4249075798049533
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Mand,4,0.14146022407588793
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Mand,3,0.34305591596169527
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,4,0,0.17130994783802606
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Kvinde,9,0.21158742966852914
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,9,0.3132052773606827
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,1,1,0.24173370661080468
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,2,1,0.20370065582145438
multilingual-e5-large-instruct__prompt-cluster,welfare,1,1,0.4477309375353774
Qwen3-Embedding-Scandi-0.6B__prompt-grouping,welfare,4,6,0.2000342261813619
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,4,1,0.17730934063032996
Qwen3-Embedding-0.6B__prompt-topic__ctx-rai,rai,Unknown,5,0.23663143721029836
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,2,7,0.20277237003940518
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,4,4,0.27584110660861744
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Mand,8,0.16174543315088305
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,3,9,0.17414906651800907
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,3,0,0.19067645160845365
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,3,0,0.18060727018622483
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Mand,1,0.336142087645465
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Unknown,4,0.32306888246243004
Qwen3-Embedding-0.6B__prompt-meaning__ctx-rai,rai,Mand,6,0.15604275407476095
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,11,8,0.34373608100664277
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,1,0.29190668174446827
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,2,5,0.21604124331755972
multilingual-e5-large-instruct__prompt-similarity__ctx-rai,rai,Mand,6,0.3402854252585151
multilingual-e5-large-instruct__prompt-topic,welfare,2,9,0.5138624607593492
Qwen3-Embedding-Scandi-0.6B__prompt-similarity,welfare,11,4,0.2388629017363002
EmbeddingGemma-Scandi-300m__prompt-similarity__ctx-rai,rai,Kvinde,3,0.23657256598454698
Qwen3-Embedding-Scandi-0.6B__prompt-topic,welfare,4,7,0.19030027443598374
Qwen3-Embedding-0.6B__prompt-cluster,rai,Unknown,5,0.20671912042607382
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Unknown,1,0.3578007614888141
Qwen3-Embedding-0.6B__prompt-meaning__ctx-welfare,welfare,11,7,0.313527091866097
multilingual-e5-large-instruct__prompt-meaning,welfare,1,8,0.42234067299484074
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,1,0,0.29944714753429363
multilingual-e5-large-instruct__prompt-topic,rai,Mand,4,0.336715849931765
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Mand,5,0.10828985944167271
multilingual-e5-large-instruct__prompt-topic,welfare,1,8,0.46211434946451957
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,1,3,0.2857003583283703
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,2,4,0.3137445483297431
Qwen3-Embedding-0.6B__prompt-grouping,rai,Mand,3,0.12469970115894245
Qwen3-Embedding-0.6B__prompt-similarity,rai,Unknown,0,0.22982893750927166
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-rai,rai,Unknown,9,0.31909435011992227
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,2,1,0.2950565629038279
multilingual-e5-large-instruct__prompt-grouping,rai,Mand,6,0.350740439585934
Qwen3-Embedding-0.6B__prompt-grouping__ctx-welfare,welfare,2,2,0.2691155143546468
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,1,7,0.3112568801672716
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-rai,rai,Kvinde,9,0.25991339717462614
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-welfare,welfare,4,4,0.17530459271441523
multilingual-e5-large-instruct__prompt-topic,welfare,1,6,0.5240394890888469
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,1,7,0.3329419604236671
multilingual-e5-large-instruct__prompt-similarity,rai,Mand,7,0.33997264942481786
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,2,4,0.3047887350880215
Qwen3-Embedding-0.6B__prompt-cluster,rai,Kvinde,3,0.14997238937373905
multilingual-e5-large-instruct__prompt-topic,welfare,2,1,0.454786298698648
Qwen3-Embedding-0.6B__prompt-similarity,rai,Kvinde,5,0.15023362930670076
multilingual-e5-large-instruct__prompt-meaning__ctx-rai,rai,Mand,3,0.33359476595643267
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,3,2,0.2518774238456797
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-rai,rai,Mand,3,0.21172494365359035
Qwen3-Embedding-0.6B__prompt-meaning,rai,Kvinde,8,0.15152312016360567
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,3,4,0.4121657894548639
Qwen3-Embedding-0.6B__prompt-cluster,welfare,1,1,0.2772257145304845
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,8,0.2894836540841309
multilingual-e5-large-instruct__prompt-grouping__ctx-rai,rai,Mand,2,0.3397433387510147
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Mand,3,0.09798103357729362
multilingual-e5-large-instruct__prompt-cluster,rai,Kvinde,5,0.3763917604665238
Qwen3-Embedding-0.6B__prompt-grouping,rai,Unknown,4,0.250176668268217
Qwen3-Embedding-0.6B__prompt-grouping__ctx-rai,rai,Kvinde,4,0.124887285716049
Qwen3-Embedding-0.6B__prompt-meaning,welfare,3,6,0.2516540360279477
multilingual-e5-large-instruct__prompt-meaning,welfare,2,5,0.42041533503751094
Qwen3-Embedding-Scandi-0.6B__prompt-meaning,welfare,2,2,0.22036373710224164
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,2,9,0.21986998404437044
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,11,0,0.4347877402111292
multilingual-e5-large-instruct__prompt-topic,rai,Mand,9,0.3517288498429563
Qwen3-Embedding-Scandi-0.6B__prompt-cluster,welfare,2,0,0.2303878247190166
EmbeddingGemma-Scandi-300m__prompt-grouping,welfare,1,5,0.4222662548346622
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,4,5,0.31221430983146337
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,3,4,0.25789318552741314
EmbeddingGemma-Scandi-300m__prompt-cluster__ctx-welfare,welfare,2,1,0.3015685021018852
multilingual-e5-large-instruct__prompt-grouping__ctx-welfare,welfare,2,0,0.3876387584469602
Qwen3-Embedding-0.6B__prompt-similarity__ctx-rai,rai,Kvinde,8,0.16746515948672122
multilingual-e5-large-instruct__prompt-meaning,welfare,3,7,0.4040248630315692
EmbeddingGemma-Scandi-300m__prompt-grouping__ctx-welfare,welfare,11,9,0.4073804711130959
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,3,0.3871500624111076
multilingual-e5-large-instruct__prompt-topic,welfare,3,6,0.4977984092799907
Qwen3-Embedding-0.6B__prompt-cluster,welfare,2,9,0.3194899426964862
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,11,1,0.40751048590739175
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,4,5,0.18609881363573166
Qwen3-Embedding-0.6B__prompt-topic__ctx-welfare,welfare,4,4,0.2044239200950806
Qwen3-Embedding-Scandi-0.6B__prompt-similarity__ctx-welfare,welfare,11,1,0.2206271746380697
Qwen3-Embedding-0.6B__prompt-grouping,rai,Mand,8,0.1232682479525263
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,0,0.11484102292204004
EmbeddingGemma-Scandi-300m__prompt-similarity,rai,Mand,0,0.240029722319953
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,7,0.3872823171416045
Qwen3-Embedding-0.6B__prompt-topic,rai,Kvinde,9,0.17609041110777893
Qwen3-Embedding-Scandi-0.6B__prompt-topic,rai,Unknown,5,0.28866822721989444
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,3,2,0.35559718986133776
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Mand,6,0.10775928301060765
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,3,0.11315610000967186
EmbeddingGemma-Scandi-300m__prompt-similarity,welfare,1,8,0.3607150040540446
multilingual-e5-large-instruct__prompt-topic__ctx-rai,rai,Unknown,3,0.40936171350794337
multilingual-e5-large-instruct__prompt-similarity__ctx-welfare,welfare,3,8,0.3797419132324381
Qwen3-Embedding-0.6B__prompt-cluster__ctx-welfare,welfare,4,6,0.16087949753827235
multilingual-e5-large-instruct__prompt-meaning__ctx-welfare,welfare,1,0,0.43415169631967826
Qwen3-Embedding-Scandi-0.6B__prompt-grouping__ctx-rai,rai,Unknown,0,0.29752858656064873
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,2,6,0.33029910927151057
Qwen3-Embedding-Scandi-0.6B__prompt-topic__ctx-rai,rai,Kvinde,8,0.19193123149864066
EmbeddingGemma-Scandi-300m__prompt-meaning__ctx-welfare,welfare,1,5,0.3319632446453598
Qwen3-Embedding-0.6B__prompt-grouping,rai,Unknown,3,0.2059213299578238
multilingual-e5-large-instruct__prompt-similarity,welfare,1,7,0.45522808993693886
multilingual-e5-large-instruct__prompt-similarity,welfare,11,3,0.4171128569881707
EmbeddingGemma-Scandi-300m__prompt-topic,rai,Mand,0,0.2734946252256261
multilingual-e5-large-instruct__prompt-topic,welfare,1,4,0.48252065255849313
EmbeddingGemma-Scandi-300m__prompt-topic__ctx-welfare,welfare,3,6,0.3534611506475878
Qwen3-Embedding-0.6B__prompt-topic,rai,Unknown,4,0.27284152092516384
Qwen3-Embedding-0.6B__prompt-cluster__ctx-rai,rai,Kvinde,9,0.1116962713484057
multilingual-e5-large-instruct__prompt-topic__ctx-welfare,welfare,4,7,0.43260588807544137
Qwen3-Embedding-0.6B__prompt-similarity,welfare,2,3,0.30566346333119504
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,2,8,0.37727014355471383
Qwen3-Embedding-0.6B__prompt-topic,rai,Kvinde,2,0.17566044429339714
multilingual-e5-large-instruct__prompt-cluster__ctx-welfare,welfare,11,3,0.37558240992973196
Qwen3-Embedding-0.6B__prompt-grouping,welfare,2,6,0.2665994851359385
Qwen3-Embedding-Scandi-0.6B__prompt-meaning__ctx-welfare,welfare,4,3,0.18508558542378628
Qwen3-Embedding-Scandi-0.6B__prompt-cluster__ctx-welfare,welfare,1,9,0.24874685831352672
