model,dataset,demographics,iteration,auc
text-embedding-3-small,welfare,4,5,0.47240925208185425
dfm-sentence-encoder-large,rai,Mand,7,0.28457053070929816
multilingual-e5-small,welfare,2,4,0.33679574372328686
multilingual-e5-large,welfare,1,1,0.42789410002507006
dfm-sentence-encoder-large,welfare,1,0,0.3463987672656605
mxbai-embed-large-v1,welfare,1,1,0.23390693212446337
potion-base-8M,rai,Kvinde,5,0.12649292957519187
M2V_base_output,welfare,4,0,0.25459924268930223
m2v-dfm-large,welfare,3,6,0.4039371628429416
Qwen3-Embedding-Scandi-0.6B,rai,Mand,7,0.28179802622115613
mxbai-embed-large-v1,welfare,11,3,0.22216112400780563
Qwen3-Embedding-Scandi-0.6B,welfare,4,7,0.3058023187268823
potion-base-2M,welfare,1,3,0.17252291718076787
mmBERTscandi-base-embedding,welfare,2,6,0.350933206188273
potion-base-2M,welfare,11,9,0.21626257470916538
M2V_base_glove,welfare,4,0,0.033894956854659535
potion-base-8M,rai,Mand,9,0.15416334253861555
Qwen3-Embedding-Scandi-0.6B,welfare,3,4,0.2958373623947565
dfm-sentence-encoder-large,welfare,1,9,0.34980869516784163
paraphrase-multilingual-mpnet-base-v2,rai,Mand,5,0.3832766152548997
mxbai-embed-large-v1,rai,Mand,3,0.21437267351912223
text-embedding-3-large,rai,Kvinde,4,0.391958257040174
multilingual-e5-base,rai,Kvinde,2,0.2917039866918302
text-embedding-ada-002,rai,Kvinde,4,0.34777695071614695
model2vecdk,rai,Mand,4,0.27828834586805057
multilingual-e5-small,welfare,3,4,0.3571119717956599
multilingual-e5-large,rai,Unknown,9,0.35175188544274344
potion-base-4M,rai,Mand,7,0.14688936134716946
multilingual-e5-small,welfare,1,0,0.41099414795497025
M2V_base_output,welfare,11,2,0.22878510797833432
mmBERTscandi-base-embedding,rai,Mand,3,0.28020500575449486
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,4,0.2840039090877617
m2v-dfm-large,welfare,4,6,0.35504964311103415
M2V_base_glove_subword,rai,Mand,8,0.1458154719671009
EmbeddingGemma-Scandi-300m,rai,Unknown,3,0.3869809037409279
xlm-roberta-large,rai,Kvinde,5,0.13380520147418662
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,3,0.5013917967476078
text-embedding-ada-002,welfare,4,5,0.4227608781598866
M2V_base_glove_subword,welfare,2,0,0.15593001206227983
mmBERTscandi-base-embedding,welfare,3,2,0.35691744461452285
model2vecdk-stem,welfare,4,4,0.31749964657970337
bge-m3,welfare,2,0,0.45310553672983667
mmBERTscandi-base-embedding,welfare,2,8,0.3459923749569445
static-similarity-mrl-multilingual-v1,welfare,4,8,0.26898623390669035
Qwen3-Embedding-Scandi-0.6B,rai,Unknown,1,0.38348039043261006
xlm-roberta-base,rai,Kvinde,4,0.15925286394305696
nb-sbert-base,welfare,1,3,0.5200867099177721
multilingual-e5-small,welfare,1,3,0.40884061003876665
static-similarity-mrl-multilingual-v1,welfare,1,4,0.36222372475467696
paraphrase-multilingual-mpnet-base-v2,welfare,11,1,0.5443908985828548
paraphrase-multilingual-mpnet-base-v2,rai,Mand,0,0.3838244843710044
potion-multilingual-128M,welfare,11,1,0.4306894068440863
text-embedding-ada-002,rai,Kvinde,1,0.3458148819299952
bge-m3,rai,Unknown,5,0.35714121595383436
mmBERTscandi-base-embedding,rai,Mand,5,0.28420934698484557
static-similarity-mrl-multilingual-v1,welfare,2,5,0.29668590106951376
potion-base-8M,welfare,4,1,0.2612289030362025
M2V_base_output,rai,Unknown,7,0.1172929385779859
M2V_base_glove_subword,welfare,1,8,0.21214330545012325
xlm-roberta-base,welfare,1,9,0.08251923171930706
static-similarity-mrl-multilingual-v1,rai,Mand,1,0.24261641191513136
text-embedding-3-small,rai,Kvinde,5,0.3311408549105042
text-embedding-3-large,rai,Kvinde,0,0.39068973069030527
nb-sbert-base,rai,Unknown,7,0.3979157056242954
Qwen3-Embedding-0.6B,welfare,2,7,0.2912205817968175
M2V_base_glove_subword,rai,Mand,4,0.14804251601872226
potion-base-4M,rai,Kvinde,9,0.11764130562949586
nb-sbert-base,welfare,2,7,0.4659324937767297
xlm-roberta-base,rai,Unknown,7,0.1618783141274853
text-embedding-ada-002,rai,Kvinde,9,0.34658070949848735
text-embedding-3-small,welfare,1,4,0.49297001096249493
Qwen3-Embedding-Scandi-0.6B,welfare,2,4,0.29310040861564257
text-embedding-ada-002,welfare,1,4,0.5073026652175752
nb-sbert-base,welfare,4,9,0.47676175831547846
nb-sbert-base,welfare,2,2,0.47074950669120413
M2V_base_glove_subword,rai,Mand,7,0.14543331633213757
dfm-sentence-encoder-large,rai,Mand,8,0.28005023385899874
potion-multilingual-128M,rai,Unknown,8,0.28656556667340005
nb-sbert-base,rai,Unknown,4,0.38536999667073124
multilingual-e5-large,welfare,1,5,0.4264536030965159
text-embedding-3-small,welfare,11,8,0.45042840994603284
text-embedding-ada-002,rai,Kvinde,7,0.3468711274748094
paraphrase-multilingual-mpnet-base-v2,welfare,3,5,0.5180088912740317
model2vecdk-stem,welfare,11,7,0.3865689063279081
m2v-dfm-large,rai,Kvinde,0,0.3120216854941678
nb-sbert-base,welfare,4,5,0.47314967326764285
EmbeddingGemma-Scandi-300m,welfare,2,2,0.4597545596396915
dfm-sentence-encoder-large,rai,Kvinde,0,0.2630281130505959
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,2,0.5068402491791132
Qwen3-Embedding-0.6B,welfare,4,0,0.19012611195278745
nb-sbert-base,rai,Mand,4,0.3569113154691777
paraphrase-multilingual-MiniLM-L12-v2,welfare,2,4,0.48919669586523323
M2V_base_glove_subword,welfare,2,8,0.14824850309506082
Qwen3-Embedding-Scandi-0.6B,welfare,4,0,0.30224239977194306
nb-sbert-base,welfare,1,7,0.5112866149391586
text-embedding-3-large,rai,Mand,6,0.39154962017558925
model2vecdk,rai,Unknown,1,0.29775701902432267
text-embedding-3-small,welfare,4,0,0.47370702896241373
snowflake-arctic-embed-l-v2.0,rai,Unknown,5,0.42289643614658173
potion-base-4M,rai,Kvinde,7,0.11606389812279222
multilingual-e5-large-instruct,welfare,11,0,0.4868501969516277
M2V_base_glove_subword,rai,Unknown,4,0.10200638657337491
snowflake-arctic-embed-l-v2.0,rai,Mand,1,0.33738540722894855
xlm-roberta-base,welfare,11,6,0.06632296032275552
LaBSE,welfare,4,8,0.39651194723367666
static-similarity-mrl-multilingual-v1,rai,Mand,0,0.24203567811329707
Qwen3-Embedding-0.6B,rai,Mand,2,0.14863817638031498
model2vecdk,welfare,11,1,0.4090040670858333
text-embedding-3-small,rai,Unknown,3,0.3751315274777078
snowflake-arctic-embed-l-v2.0,welfare,1,4,0.5032913270507187
xlm-roberta-large,welfare,2,7,0.06367046342393824
multilingual-e5-base,rai,Unknown,6,0.3677808949208043
static-similarity-mrl-multilingual-v1,welfare,1,9,0.3667003228162645
nb-sbert-base,welfare,1,2,0.5168520549217775
xlm-roberta-base,welfare,1,3,0.0826711796761765
multilingual-e5-large,welfare,4,9,0.4129260219884697
m2v-dfm-large,rai,Unknown,3,0.36582854260386105
xlm-roberta-large,welfare,3,7,0.15547933176204792
nb-sbert-base,welfare,3,3,0.47612942425294347
potion-base-8M,welfare,2,9,0.16969637951985153
text-embedding-3-small,welfare,1,3,0.48652403633688995
xlm-roberta-large,rai,Kvinde,6,0.13066299460520045
m2v-dfm-large,welfare,2,8,0.33753383860818204
potion-base-4M,welfare,3,5,0.20827273978383018
model2vecdk,welfare,4,6,0.3667486831494204
LaBSE,rai,Mand,6,0.3038304124349321
multilingual-e5-large-instruct,rai,Unknown,0,0.45488704534624486
multilingual-e5-large-instruct,rai,Kvinde,0,0.4205072895616619
nb-sbert-base,welfare,11,1,0.48290915295059816
mxbai-embed-large-v1,welfare,2,7,0.18005631260295418
model2vecdk-stem,welfare,3,6,0.32080980636804396
potion-multilingual-128M,welfare,4,0,0.4135105925189862
M2V_base_glove,welfare,11,7,0.024476743243402325
text-embedding-3-large,rai,Unknown,2,0.44607564106102726
paraphrase-multilingual-mpnet-base-v2,welfare,1,4,0.5689353451973675
text-embedding-3-large,welfare,11,5,0.4774386108611953
bge-m3,welfare,1,5,0.48957828218274957
M2V_base_glove,rai,Kvinde,7,0.013052820422436717
Qwen3-Embedding-0.6B,welfare,11,4,0.2877570659923066
m2v-dfm-large,welfare,3,0,0.4050684832386626
multilingual-e5-large,rai,Mand,7,0.3049762835321251
mmBERTscandi-base-embedding,rai,Kvinde,7,0.28456387466201105
static-similarity-mrl-multilingual-v1,rai,Kvinde,2,0.2137478396616984
model2vecdk-stem,rai,Mand,6,0.2854451447694436
mmBERTscandi-base-embedding,welfare,3,0,0.35919582134646466
xlm-roberta-large,welfare,11,6,0.12611246609665974
Qwen3-Embedding-0.6B,welfare,3,8,0.24798839530340136
M2V_base_glove,welfare,1,4,-0.016530886615788557
model2vecdk-stem,welfare,1,0,0.33203913237292687
text-embedding-ada-002,rai,Mand,0,0.322371682669736
model2vecdk,welfare,2,3,0.32849561817092016
dfm-sentence-encoder-large,welfare,3,2,0.3548359712254449
Qwen3-Embedding-Scandi-0.6B,rai,Kvinde,5,0.2870396396625205
M2V_base_glove,welfare,3,6,-0.02022110937679717
paraphrase-multilingual-MiniLM-L12-v2,rai,Unknown,2,0.35995362215904164
dfm-sentence-encoder-large,welfare,4,0,0.35745731245955265
potion-base-2M,welfare,1,5,0.17650926984022164
text-embedding-ada-002,welfare,2,0,0.43845338946612844
model2vecdk,rai,Unknown,7,0.3166811266618087
xlm-roberta-base,welfare,1,6,0.08149311666931405
paraphrase-multilingual-MiniLM-L12-v2,rai,Kvinde,1,0.3421613737774748
xlm-roberta-base,welfare,4,2,0.11253559881464371
bge-m3,welfare,4,1,0.4262260306218216
text-embedding-3-small,rai,Kvinde,8,0.33144096162907
snowflake-arctic-embed-l-v2.0,rai,Mand,4,0.3403889054194776
dfm-sentence-encoder-large,welfare,1,5,0.3460297947658106
model2vecdk,rai,Mand,6,0.2752869650735729
potion-base-2M,rai,Mand,0,0.13648195380238015
text-embedding-ada-002,welfare,1,7,0.5165274240286464
static-similarity-mrl-multilingual-v1,rai,Mand,9,0.24377461969519756
potion-base-8M,rai,Mand,5,0.15438462728944438
m2v-dfm-large,rai,Kvinde,6,0.3135257110866756
static-similarity-mrl-multilingual-v1,welfare,2,9,0.30693288739934915
paraphrase-multilingual-MiniLM-L12-v2,welfare,4,8,0.5094018523749771
bge-m3,rai,Mand,3,0.31553486286200827
potion-multilingual-128M,welfare,2,1,0.31530137838412586
potion-base-4M,welfare,3,4,0.1974696424121425
text-embedding-3-large,welfare,11,8,0.47802250935801527
potion-multilingual-128M,rai,Unknown,7,0.26219869625888576
potion-base-8M,welfare,11,9,0.2352145236562964
M2V_base_glove_subword,rai,Kvinde,1,0.11859458923192973
snowflake-arctic-embed-l-v2.0,welfare,3,0,0.4542239390960601
xlm-roberta-large,welfare,1,1,0.13655535869218968
multilingual-e5-large,welfare,3,7,0.3985944607226456
EmbeddingGemma-Scandi-300m,welfare,1,6,0.4891710947277579
xlm-roberta-large,welfare,1,0,0.13796556081087974
model2vecdk,rai,Kvinde,6,0.2929926772784865
static-similarity-mrl-multilingual-v1,welfare,3,5,0.3264860780351271
potion-base-8M,welfare,1,1,0.21713292865094103
model2vecdk,welfare,4,7,0.36482675131778775
multilingual-e5-small,welfare,1,7,0.41072150717504985
potion-base-8M,welfare,11,4,0.23278936562240285
bge-m3,welfare,11,8,0.4386583827104381
multilingual-e5-base,rai,Mand,2,0.28794006247431886
multilingual-e5-base,welfare,3,0,0.36487144056021587
potion-base-8M,welfare,2,3,0.16855793977346212
multilingual-e5-large-instruct,welfare,11,1,0.48310181183029477
potion-multilingual-128M,rai,Mand,6,0.26633949924333145
static-similarity-mrl-multilingual-v1,welfare,4,9,0.26856386109555674
static-similarity-mrl-multilingual-v1,rai,Unknown,9,0.24549299411122547
multilingual-e5-large,welfare,2,1,0.3977806865010598
multilingual-e5-small,rai,Unknown,7,0.3225569903997831
mxbai-embed-large-v1,rai,Unknown,0,0.25576137946514316
m2v-dfm-large,welfare,11,8,0.37178041362507785
potion-base-2M,welfare,2,7,0.15476171491908167
text-embedding-3-small,rai,Unknown,2,0.36437595739355655
Qwen3-Embedding-0.6B,rai,Kvinde,5,0.16622529982076514
snowflake-arctic-embed-l-v2.0,welfare,2,3,0.4862254240573842
potion-base-8M,rai,Kvinde,2,0.12479311231298208
mxbai-embed-large-v1,welfare,11,6,0.2311759970417194
paraphrase-multilingual-mpnet-base-v2,rai,Mand,9,0.38274024428694664
xlm-roberta-base,welfare,1,4,0.08793702307602744
